iter	Logloss
337	0.2974035195
338	0.2972347226
339	0.2970638534
340	0.2969079821
341	0.2968424954
342	0.2967144917
343	0.296590403
344	0.2964217016
345	0.2961764797
346	0.2959395596
347	0.2958511082
348	0.2958031599
349	0.2954876502
350	0.29546272
351	0.2952894893
352	0.2951806849
353	0.2948724588
354	0.2945941897
355	0.294340098
356	0.2941340727
357	0.2939554555
358	0.2938203523
359	0.2935851733
360	0.2935624011
361	0.2935392134
362	0.2933179277
363	0.2932671116
364	0.2930709741
365	0.2928355284
366	0.2926895948
367	0.2924399021
368	0.2924213403
369	0.2922012671
370	0.2920144918
371	0.291941769
372	0.291913857
373	0.291744115
374	0.2916227427
375	0.2913705498
376	0.2911719276
377	0.2910269277
378	0.2908277201
379	0.2908085263
380	0.2906260139
381	0.2904503615
382	0.2903257816
383	0.2901323976
384	0.2900243507
385	0.2898351592
386	0.289818922
387	0.2896329839
388	0.2894178384
389	0.2892550474
390	0.28905626
391	0.2889123827
392	0.2888760659
393	0.2887494315
394	0.2887250469
395	0.2885364617
396	0.2884115754
397	0.288247347
398	0.288078341
399	0.2878456034
400	0.2878226581
401	0.2876509417
402	0.2875417832
403	0.2875257894
404	0.2872644211
405	0.2870842998
406	0.2868854397
407	0.2866711347
408	0.2865182117
409	0.286337194
410	0.2862403283
411	0.2861362936
412	0.2861139021
413	0.2859299742
414	0.2857498523
415	0.2855086533
416	0.28543906
417	0.2854212326
418	0.2852998322
419	0.2851543378
420	0.2849707196
421	0.2849501647
422	0.2847932741
423	0.2847785639
424	0.2847477782
425	0.2845947394
426	0.2845250937
427	0.2843990939
428	0.2842139327
429	0.2840625657
430	0.2840451219
431	0.2838837402
432	0.2837708644
433	0.283764548
434	0.2837348279
435	0.283621654
436	0.2834952099
437	0.2834535362
438	0.2833108623
439	0.2832976286
440	0.2832861209
441	0.2832020474
442	0.2831909449
443	0.2831706007
444	0.2830188231
445	0.2828841961
446	0.2826466789
447	0.2825020118
448	0.2824623804
449	0.2822651616
450	0.2820640849
451	0.2819170377
452	0.2817596908
453	0.2816317757
454	0.281489703
455	0.2813693495
456	0.2812663185
457	0.2811229938
458	0.281083398
459	0.2809998377
460	0.2809897759
461	0.2809744102
462	0.2808235925
463	0.2807331795
464	0.2805869559
465	0.2805433666
466	0.2803963078
467	0.2803525766
468	0.2803131954
469	0.2802366884
470	0.2801170546
471	0.2799321986
472	0.2798737563
473	0.2796414377
474	0.2795502144
475	0.2793914837
476	0.2793198876
477	0.2792386646
478	0.2791283647
479	0.2790886501
480	0.2789753573
481	0.2789718314
482	0.2789628367
483	0.2788138933
484	0.2786544141
485	0.2785312943
486	0.2784908763
487	0.2784304407
488	0.2782871153
489	0.2781691474
490	0.2780857064
491	0.2780809503
492	0.2780292546
493	0.2778988666
494	0.2778618416
495	0.2776843847
496	0.277555967
497	0.2775174078
498	0.2774198115
499	0.2773805355
500	0.2772635854
501	0.2771297589
502	0.2770258516
503	0.2769947557
504	0.2768597322
505	0.2768292959
506	0.2767204752
507	0.2765709724
508	0.2763705431
509	0.2762184741
510	0.2760835175
511	0.275887378
512	0.2757902412
513	0.2756202568
514	0.2755407914
515	0.2754036057
516	0.2753661747
517	0.2752348851
518	0.275047153
519	0.2749182994
520	0.2748823248
521	0.2747927929
522	0.2747660602
523	0.2746510551
524	0.2745391707
525	0.2744857023
526	0.2743526549
527	0.2742304083
528	0.2740517885
529	0.2739652567
530	0.2737912709
531	0.2736312217
532	0.2734873871
533	0.2733774508
534	0.2732385702
535	0.2730709253
536	0.2730223333
537	0.2728929101
538	0.2728511596
539	0.2728482344
540	0.2728304118
541	0.2727072492
542	0.2725564726
543	0.2724393246
544	0.2722600559
545	0.272240849
546	0.2721517534
547	0.2719895748
548	0.2718674518
549	0.2717353294
550	0.2717335266
551	0.2715915373
552	0.2714682524
553	0.2714217857
554	0.2713664315
555	0.2712979773
556	0.2712976511
557	0.27114108
558	0.2710607828
559	0.2710590893
560	0.270982438
561	0.2708753774
562	0.2707276354
563	0.2705167032
564	0.2703742666
565	0.2703106528
566	0.27030762
567	0.2702057016
568	0.2700680198
569	0.2699620525
570	0.2699271441
571	0.2698256443
572	0.2698242788
573	0.2697406239
574	0.2696768259
575	0.2695787947
576	0.26957825
577	0.2694506115
578	0.2692311901
579	0.2691144531
580	0.2689875669
581	0.2688948722
582	0.2687004765
583	0.2685298469
584	0.2683645304
585	0.2682981059
586	0.2682966312
587	0.2681857679
588	0.2680910603
589	0.2680774843
590	0.2680759823
591	0.2679726985
592	0.2679711964
593	0.2679259945
594	0.2678185683
595	0.2678168748
596	0.2677263277
597	0.267528323
598	0.2674842215
599	0.2674832935
600	0.2673627894
601	0.2671939677
602	0.2671061222
603	0.2670379528
604	0.2669505886
605	0.2668507909
606	0.266696903
607	0.2666736934
608	0.2665915707
609	0.2664345643
610	0.2662392545
611	0.2661425932
612	0.2661418298
613	0.2660354679
614	0.265960578
615	0.2657937522
616	0.2656982534
617	0.2656287186
618	0.2655769663
619	0.2655081428
620	0.2655065316
621	0.2654344319
622	0.2653397467
623	0.2653119495
624	0.2651760359
625	0.2651558882
626	0.2650280488
627	0.2648929558
628	0.2648915904
629	0.2647891769
630	0.2646950763
631	0.2645945904
632	0.2644703045
633	0.2644280245
634	0.2643208716
635	0.264185852
636	0.264135444
637	0.2640536271
638	0.2640367195
639	0.2640265494
640	0.2639486724
641	0.2638146371
642	0.2636525732
643	0.2635696378
644	0.263477762
645	0.2633461394
646	0.2632498987
647	0.2631462676
648	0.263043007
649	0.2628748882
650	0.2628032971
651	0.2626751601
652	0.2626459947
653	0.2624610281
654	0.2623541603
655	0.2622826712
656	0.2621690911
657	0.2620739909
658	0.2619753424
659	0.2618805285
660	0.2618530586
661	0.2617468503
662	0.2616434254
663	0.2616191673
664	0.2616115091
665	0.261530069
666	0.2615131584
667	0.2613531378
668	0.2612430973
669	0.2612293602
670	0.2611694881
671	0.2610723129
672	0.2608886853
673	0.2607350795
674	0.2606100508
675	0.2604578707
676	0.2603331909
677	0.2602245752
678	0.2601704808
679	0.2600470699
680	0.2599398255
681	0.2599384053
682	0.259896467
683	0.2597861086
684	0.2597853173
685	0.2597040161
686	0.2595678468
687	0.2595137562
688	0.2594213318
689	0.2592299248
690	0.2591250097
691	0.2591031427
692	0.2589350399
693	0.2588509525
694	0.2586587022
695	0.2585667563
696	0.2584795522
697	0.2583710188
698	0.2582871093
699	0.2581874089
700	0.2580809483
701	0.2579310917
702	0.2578596454
703	0.2577701339
704	0.2575950862
705	0.2575379272
706	0.2575364798
707	0.257446289
708	0.2573489499
709	0.257255895
710	0.2571733746
711	0.2570368211
712	0.2569045626
713	0.2567842903
714	0.2567676409
715	0.2566777223
716	0.2566187339
717	0.2565669985
718	0.2564455492
719	0.256276415
720	0.256271194
721	0.256139487
722	0.2561387776
723	0.2560925288
724	0.2559945461
725	0.2559068915
726	0.2558617
727	0.2557272115
728	0.2556564042
729	0.2555644881
730	0.2554883258
731	0.2553042017
732	0.2552612795
733	0.2551701471
734	0.2551150175
735	0.2550341442
736	0.2549626998
737	0.2548971594
738	0.2548963956
739	0.2547941048
740	0.2546863225
741	0.2546616703
742	0.2544918441
743	0.2543410687
744	0.254239429
745	0.2541086598
746	0.2540598442
747	0.2540524358
748	0.2539300984
749	0.2537849626
750	0.2536776182
751	0.2535597711
752	0.2534488686
753	0.2534439488
754	0.2533729343
755	0.2533061641
756	0.2531986718
757	0.2531270549
758	0.2529720965
759	0.252881545
760	0.2528806991
761	0.2528799899
762	0.2527895347
763	0.2527032892
764	0.2525454069
765	0.2525409249
766	0.252432128
767	0.2523573155
768	0.2522748864
769	0.2522021032
770	0.2520606593
771	0.2520346666
772	0.2519353505
773	0.2518193442
774	0.2518186352
775	0.251736474
776	0.2516325101
777	0.2514919407
778	0.2514912033
779	0.2514434298
780	0.2513677066
781	0.251286671
782	0.251233282
783	0.2510964385
784	0.2510712733
785	0.2510697972
786	0.2509695876
787	0.2509688789
788	0.2509541702
789	0.2508668459
790	0.2507383665
791	0.2506487003
792	0.2505839293
793	0.2504555779
794	0.2503124383
795	0.2502252744
796	0.2501223305
797	0.2500373423
798	0.2499565615
799	0.2498752107
800	0.2498315144
801	0.249701014
802	0.2495893566
803	0.2494561267
804	0.2493843954
805	0.2492664551
806	0.249174228
807	0.2490574923
808	0.2490568114
809	0.2490530691
810	0.2490491077
811	0.2490412374
812	0.2489669916
813	0.2488744962
814	0.2487694414
815	0.2487153772
816	0.2486627798
817	0.2485793592
818	0.2484617031
819	0.2484608017
820	0.2483519948
821	0.2482853423
822	0.2482852348
823	0.2482138044
824	0.2481268148
825	0.2480663169
826	0.2479777356
827	0.2479166902
828	0.2478411488
829	0.2478407401
830	0.2477523933
831	0.2475967057
832	0.2475929075
833	0.2475383545
834	0.2474202756
835	0.2473372558
836	0.2472707907
837	0.2471458927
838	0.2471455127
839	0.2470704014
840	0.2469563896
841	0.2468079749
842	0.2467215883
843	0.2466163591
844	0.2464779203
845	0.2463600905
846	0.2462529989
847	0.2461699086
848	0.2461561853
849	0.2461533984
850	0.2460272691
851	0.2459653489
852	0.2458708269
853	0.2457818606
854	0.2456724858
855	0.2455978724
856	0.2454535206
857	0.2452867186
858	0.2452196082
859	0.2451064716
860	0.2449990462
861	0.2449152696
862	0.244823507
863	0.2447649521
864	0.2446621463
865	0.2446603437
866	0.2445076643
867	0.244506106
868	0.2444157004
869	0.2443234788
870	0.2442312434
871	0.2442278527
872	0.2441361327
873	0.2440598402
874	0.243996274
875	0.2439679186
876	0.2438973347
877	0.2438098679
878	0.2437402805
879	0.2437119798
880	0.2436495408
881	0.2435871258
882	0.2435017659
883	0.2435017398
884	0.2434331842
885	0.2433633639
886	0.2432431864
887	0.2431893217
888	0.2430782398
889	0.2429779366
890	0.2429689108
891	0.2429675991
892	0.2428581631
893	0.2427792719
894	0.242641176
895	0.2425408064
896	0.2424928715
897	0.2424928176
898	0.2424548122
899	0.2423412043
900	0.2423149719
901	0.2422355924
902	0.2421395846
903	0.2420925113
904	0.2419960536
905	0.2418686611
906	0.2417743023
907	0.2417061254
908	0.2415935331
909	0.2415459249
910	0.2414240406
911	0.2413575192
912	0.2413002966
913	0.2412474286
914	0.2410969814
915	0.240985054
916	0.2409204207
917	0.2408699114
918	0.2407977925
919	0.2407416961
920	0.2406914721
921	0.240563932
922	0.2404695678
923	0.2403555189
924	0.2402824303
925	0.2401493255
926	0.2400209308
927	0.2399445522
928	0.2397872273
929	0.2396736627
930	0.2396299055
931	0.2395300824
932	0.2394264159
933	0.2393255543
934	0.2392309805
935	0.2392310351
936	0.23923049
937	0.2391784063
938	0.2390769691
939	0.2390109281
940	0.2388886668
941	0.2388868077
942	0.2388012218
943	0.2387807006
944	0.2386715983
945	0.2386634281
946	0.2386529576
947	0.2385690684
948	0.2385073206
949	0.2385061188
950	0.2385061187
951	0.2384589034
952	0.238422439
953	0.2383838452
954	0.2382930274
955	0.2382909236
956	0.2382397549
957	0.2381662589
958	0.2381031408
959	0.2380371099
960	0.238002192
961	0.2379088129
962	0.2378483719
963	0.2377214913
964	0.237630243
965	0.2375981588
966	0.23759797
967	0.2375163805
968	0.2373982665
969	0.2373975017
970	0.2373252917
971	0.2372974321
972	0.2372032041
973	0.2371094763
974	0.2370199107
975	0.2368853243
976	0.2367809607
977	0.2367809595
978	0.2367189985
979	0.2366146838
980	0.2365537123
981	0.2364844907
982	0.2363622352
983	0.2362820446
984	0.2362120358
985	0.236209933
986	0.2361654343
987	0.2360263906
988	0.2359974121
989	0.2358674411
990	0.2358241825
991	0.2358231457
992	0.2357696705
993	0.2357671556
994	0.2356645122
995	0.2355512889
996	0.2354533612
997	0.2353488297
998	0.2352074335
999	0.2350922071
